,SMILES,TR/TE,F-L_class,@-@@_class,R-S_class,SMILES_ns,SMILES_opp
656,C=C[C@]1(C)NC(=O)c2ccccc21,TR,L,@,S,C=CC1(C)NC(=O)c2ccccc21,C=C[C@@]1(C)NC(=O)c2ccccc21
657,C=C[C@@]1(C)NC(=O)c2ccccc21,TR,F,@@,R,C=CC1(C)NC(=O)c2ccccc21,C=C[C@]1(C)NC(=O)c2ccccc21
658,C=C[C@@]1(c2ccc(F)cc2F)COC(=O)N1c1ccccc1OC,TR,F,@@,R,C=CC1(c2ccc(F)cc2F)COC(=O)N1c1ccccc1OC,C=C[C@]1(c2ccc(F)cc2F)COC(=O)N1c1ccccc1OC
659,C=C[C@]1(c2ccc(F)cc2F)COC(=O)N1c1ccccc1OC,TR,L,@,S,C=CC1(c2ccc(F)cc2F)COC(=O)N1c1ccccc1OC,C=C[C@@]1(c2ccc(F)cc2F)COC(=O)N1c1ccccc1OC
660,C=C[C@]1(C2CCCCC2)COC(=O)N1c1ccccc1OC,TR,F,@,S,C=CC1(C2CCCCC2)COC(=O)N1c1ccccc1OC,C=C[C@@]1(C2CCCCC2)COC(=O)N1c1ccccc1OC
661,C=C[C@@]1(C2CCCCC2)COC(=O)N1c1ccccc1OC,TR,L,@@,R,C=CC1(C2CCCCC2)COC(=O)N1c1ccccc1OC,C=C[C@]1(C2CCCCC2)COC(=O)N1c1ccccc1OC
662,C=C[C@@]1(CC)c2ccccc2C(=O)N1OC,TR,L,@@,S,C=CC1(CC)c2ccccc2C(=O)N1OC,C=C[C@]1(CC)c2ccccc2C(=O)N1OC
663,C=C[C@]1(CC)c2ccccc2C(=O)N1OC,TR,F,@,R,C=CC1(CC)c2ccccc2C(=O)N1OC,C=C[C@@]1(CC)c2ccccc2C(=O)N1OC
664,C=C[C@@]1(CCC)c2ccccc2C(=O)N1OC,TR,L,@@,S,C=CC1(CCC)c2ccccc2C(=O)N1OC,C=C[C@]1(CCC)c2ccccc2C(=O)N1OC
665,C=C[C@]1(CCC)c2ccccc2C(=O)N1OC,TR,F,@,R,C=CC1(CCC)c2ccccc2C(=O)N1OC,C=C[C@@]1(CCC)c2ccccc2C(=O)N1OC
666,C=C[C@@]1(CCc2ccccc2)c2ccccc2C(=O)N1OC,TR,L,@@,S,C=CC1(CCc2ccccc2)c2ccccc2C(=O)N1OC,C=C[C@]1(CCc2ccccc2)c2ccccc2C(=O)N1OC
667,C=C[C@]1(CCc2ccccc2)c2ccccc2C(=O)N1OC,TR,F,@,R,C=CC1(CCc2ccccc2)c2ccccc2C(=O)N1OC,C=C[C@@]1(CCc2ccccc2)c2ccccc2C(=O)N1OC
668,C=C[C@@H]1c2[nH]c3ccc(-c4ccccc4)cc3c2CCN1S(=O)(=O)c1c(C)cc(C)cc1C,TR,L,@@,R,C=CC1c2[nH]c3ccc(-c4ccccc4)cc3c2CCN1S(=O)(=O)c1c(C)cc(C)cc1C,C=C[C@H]1c2[nH]c3ccc(-c4ccccc4)cc3c2CCN1S(=O)(=O)c1c(C)cc(C)cc1C
669,C=C[C@H]1c2[nH]c3ccc(-c4ccccc4)cc3c2CCN1S(=O)(=O)c1c(C)cc(C)cc1C,TR,F,@,S,C=CC1c2[nH]c3ccc(-c4ccccc4)cc3c2CCN1S(=O)(=O)c1c(C)cc(C)cc1C,C=C[C@@H]1c2[nH]c3ccc(-c4ccccc4)cc3c2CCN1S(=O)(=O)c1c(C)cc(C)cc1C
670,C=C[C@@H]1c2[nH]c3ccccc3c2CCN1S(=O)(=O)c1c(C)cc(C)cc1C,TR,L,@@,R,C=CC1c2[nH]c3ccccc3c2CCN1S(=O)(=O)c1c(C)cc(C)cc1C,C=C[C@H]1c2[nH]c3ccccc3c2CCN1S(=O)(=O)c1c(C)cc(C)cc1C
671,C=C[C@H]1c2[nH]c3ccccc3c2CCN1S(=O)(=O)c1c(C)cc(C)cc1C,TR,F,@,S,C=CC1c2[nH]c3ccccc3c2CCN1S(=O)(=O)c1c(C)cc(C)cc1C,C=C[C@@H]1c2[nH]c3ccccc3c2CCN1S(=O)(=O)c1c(C)cc(C)cc1C
672,C=C[C@@H]1c2[nH]c3ccccc3c2CCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@@,R,C=CC1c2[nH]c3ccccc3c2CCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,C=C[C@H]1c2[nH]c3ccccc3c2CCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
673,C=C[C@H]1c2[nH]c3ccccc3c2CCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@,S,C=CC1c2[nH]c3ccccc3c2CCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,C=C[C@@H]1c2[nH]c3ccccc3c2CCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
674,C=C[C@@H]1c2[nH]c3ccccc3c2CCN1S(C)(=O)=O,TR,L,@@,R,C=CC1c2[nH]c3ccccc3c2CCN1S(C)(=O)=O,C=C[C@H]1c2[nH]c3ccccc3c2CCN1S(C)(=O)=O
675,C=C[C@H]1c2[nH]c3ccccc3c2CCN1S(C)(=O)=O,TR,F,@,S,C=CC1c2[nH]c3ccccc3c2CCN1S(C)(=O)=O,C=C[C@@H]1c2[nH]c3ccccc3c2CCN1S(C)(=O)=O
676,C=Cc1ccc([C@@](O)(CO)CSc2nc3ccccc3s2)cc1,TR,L,@@,R,C=Cc1ccc(C(O)(CO)CSc2nc3ccccc3s2)cc1,C=Cc1ccc([C@](O)(CO)CSc2nc3ccccc3s2)cc1
677,C=Cc1ccc([C@](O)(CO)CSc2nc3ccccc3s2)cc1,TR,F,@,S,C=Cc1ccc(C(O)(CO)CSc2nc3ccccc3s2)cc1,C=Cc1ccc([C@@](O)(CO)CSc2nc3ccccc3s2)cc1
678,C=Cc1ccc([C@]2(c3ccccc3)CCCCC2=O)cc1,TR,F,@,R,C=Cc1ccc(C2(c3ccccc3)CCCCC2=O)cc1,C=Cc1ccc([C@@]2(c3ccccc3)CCCCC2=O)cc1
679,C=Cc1ccc([C@@]2(c3ccccc3)CCCCC2=O)cc1,TR,L,@@,S,C=Cc1ccc(C2(c3ccccc3)CCCCC2=O)cc1,C=Cc1ccc([C@]2(c3ccccc3)CCCCC2=O)cc1
680,C=Cc1ccc([C@H]2CCCCN2C(=S)c2c(C(C)C)cc(C(C)C)cc2C(C)C)cc1,TR,L,@,R,C=Cc1ccc(C2CCCCN2C(=S)c2c(C(C)C)cc(C(C)C)cc2C(C)C)cc1,C=Cc1ccc([C@@H]2CCCCN2C(=S)c2c(C(C)C)cc(C(C)C)cc2C(C)C)cc1
681,C=Cc1ccc([C@@H]2CCCCN2C(=S)c2c(C(C)C)cc(C(C)C)cc2C(C)C)cc1,TR,F,@@,S,C=Cc1ccc(C2CCCCN2C(=S)c2c(C(C)C)cc(C(C)C)cc2C(C)C)cc1,C=Cc1ccc([C@H]2CCCCN2C(=S)c2c(C(C)C)cc(C(C)C)cc2C(C)C)cc1
682,C=Cc1ccc2[nH]cc([C@@H](C=C)CCCCC)c2c1,TR,F,@@,R,C=Cc1ccc2[nH]cc(C(C=C)CCCCC)c2c1,C=Cc1ccc2[nH]cc([C@H](C=C)CCCCC)c2c1
683,C=Cc1ccc2[nH]cc([C@H](C=C)CCCCC)c2c1,TR,L,@,S,C=Cc1ccc2[nH]cc(C(C=C)CCCCC)c2c1,C=Cc1ccc2[nH]cc([C@@H](C=C)CCCCC)c2c1
684,C=Cc1cccc2c1[C@](/C=C/c1ccccc1)(CO)C(=O)N2COCc1ccccc1,TR,L,@,R,C=Cc1cccc2c1C(C=Cc1ccccc1)(CO)C(=O)N2COCc1ccccc1,C=Cc1cccc2c1[C@@](/C=C/c1ccccc1)(CO)C(=O)N2COCc1ccccc1
685,C=Cc1cccc2c1[C@@](/C=C/c1ccccc1)(CO)C(=O)N2COCc1ccccc1,TR,F,@@,S,C=Cc1cccc2c1C(C=Cc1ccccc1)(CO)C(=O)N2COCc1ccccc1,C=Cc1cccc2c1[C@](/C=C/c1ccccc1)(CO)C(=O)N2COCc1ccccc1
686,C=Cc1ccccc1[C@@](O)(CO)CSc1nc2ccccc2s1,TR,L,@@,R,C=Cc1ccccc1C(O)(CO)CSc1nc2ccccc2s1,C=Cc1ccccc1[C@](O)(CO)CSc1nc2ccccc2s1
687,C=Cc1ccccc1[C@](O)(CO)CSc1nc2ccccc2s1,TR,F,@,S,C=Cc1ccccc1C(O)(CO)CSc1nc2ccccc2s1,C=Cc1ccccc1[C@@](O)(CO)CSc1nc2ccccc2s1
688,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2c(C)cccc2O1,TR,L,@@,R,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2c(C)cccc2O1,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2c(C)cccc2O1
689,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2c(C)cccc2O1,TR,F,@,S,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2c(C)cccc2O1,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2c(C)cccc2O1
690,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Br)ccc2N1S(C)(=O)=O,TR,F,@@,R,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Br)ccc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Br)ccc2N1S(C)(=O)=O
691,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Br)ccc2N1S(C)(=O)=O,TR,L,@,S,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Br)ccc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Br)ccc2N1S(C)(=O)=O
692,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Cl)c(C)cc2N1S(C)(=O)=O,TR,F,@@,R,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Cl)c(C)cc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Cl)c(C)cc2N1S(C)(=O)=O
693,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Cl)c(C)cc2N1S(C)(=O)=O,TR,L,@,S,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Cl)c(C)cc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Cl)c(C)cc2N1S(C)(=O)=O
694,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Cl)ccc2N1S(C)(=O)=O,TR,F,@@,R,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Cl)ccc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Cl)ccc2N1S(C)(=O)=O
695,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Cl)ccc2N1S(C)(=O)=O,TR,L,@,S,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Cl)ccc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Cl)ccc2N1S(C)(=O)=O
696,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)c(Cl)cc2N1S(C)(=O)=O,TR,F,@@,R,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)c(Cl)cc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)c(Cl)cc2N1S(C)(=O)=O
697,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)c(Cl)cc2N1S(C)(=O)=O,TR,L,@,S,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)c(Cl)cc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)c(Cl)cc2N1S(C)(=O)=O
698,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2N1S(C)(=O)=O,TR,F,@@,R,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2N1S(C)(=O)=O
699,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2N1S(C)(=O)=O,TR,L,@,S,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2N1S(C)(=O)=O
700,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2O1,TR,L,@@,R,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2O1,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2O1
701,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2O1,TR,F,@,S,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2O1,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2O1
702,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc3ccccc3cc2O1,TR,F,@@,R,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc3ccccc3cc2O1,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc3ccccc3cc2O1
703,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc3ccccc3cc2O1,TR,L,@,S,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc3ccccc3cc2O1,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc3ccccc3cc2O1
704,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(Cl)cc2N1S(C)(=O)=O,TR,F,@@,R,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(Cl)cc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(Cl)cc2N1S(C)(=O)=O
705,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(Cl)cc2N1S(C)(=O)=O,TR,L,@,S,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(Cl)cc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(Cl)cc2N1S(C)(=O)=O
706,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2N1S(C)(=O)=O,TR,F,@@,R,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2N1S(C)(=O)=O
707,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2N1S(C)(=O)=O,TR,L,@,S,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2N1S(C)(=O)=O
708,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2O1,TR,F,@@,R,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2O1,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2O1
709,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2O1,TR,L,@,S,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2O1,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2O1
710,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(OC)cc2O1,TR,L,@@,R,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(OC)cc2O1,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(OC)cc2O1
711,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(OC)cc2O1,TR,F,@,S,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(OC)cc2O1,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(OC)cc2O1
712,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccccc2N1S(C)(=O)=O,TR,F,@@,R,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccccc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccccc2N1S(C)(=O)=O
713,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccccc2N1S(C)(=O)=O,TR,L,@,S,C=CC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccccc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccccc2N1S(C)(=O)=O
714,C=C[C@@H]1CN(S(=O)(=O)c2ccccc2)C(=O)c2ccccc2N1S(C)(=O)=O,TR,F,@@,R,C=CC1CN(S(=O)(=O)c2ccccc2)C(=O)c2ccccc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccccc2)C(=O)c2ccccc2N1S(C)(=O)=O
715,C=C[C@H]1CN(S(=O)(=O)c2ccccc2)C(=O)c2ccccc2N1S(C)(=O)=O,TR,L,@,S,C=CC1CN(S(=O)(=O)c2ccccc2)C(=O)c2ccccc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccccc2)C(=O)c2ccccc2N1S(C)(=O)=O
716,C=CC[C@@H](C#Cc1ccccc1)c1ccccc1,TR,L,@@,R,C=CCC(C#Cc1ccccc1)c1ccccc1,C=CC[C@H](C#Cc1ccccc1)c1ccccc1
717,C=CC[C@H](C#Cc1ccccc1)c1ccccc1,TR,F,@,S,C=CCC(C#Cc1ccccc1)c1ccccc1,C=CC[C@@H](C#Cc1ccccc1)c1ccccc1
718,C=CC[C@@H](C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C,TR,L,@@,S,C=CCC(C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C,C=CC[C@H](C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C
719,C=CC[C@H](C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C,TR,F,@,R,C=CCC(C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C,C=CC[C@@H](C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C
720,C=CC[C@H](N=C(c1ccccc1)c1ccccc1)C(=O)OCc1ccccc1,TR,L,@,S,C=CCC(N=C(c1ccccc1)c1ccccc1)C(=O)OCc1ccccc1,C=CC[C@@H](N=C(c1ccccc1)c1ccccc1)C(=O)OCc1ccccc1
721,C=CC[C@@H](N=C(c1ccccc1)c1ccccc1)C(=O)OCc1ccccc1,TR,F,@@,R,C=CCC(N=C(c1ccccc1)c1ccccc1)C(=O)OCc1ccccc1,C=CC[C@H](N=C(c1ccccc1)c1ccccc1)C(=O)OCc1ccccc1
722,C=CC[C@@](O)(CO)CSc1nc2ccccc2s1,TR,L,@@,R,C=CCC(O)(CO)CSc1nc2ccccc2s1,C=CC[C@](O)(CO)CSc1nc2ccccc2s1
723,C=CC[C@](O)(CO)CSc1nc2ccccc2s1,TR,F,@,S,C=CCC(O)(CO)CSc1nc2ccccc2s1,C=CC[C@@](O)(CO)CSc1nc2ccccc2s1
724,C=CC[C@H](O)C=Cc1ccccc1,TR,F,@,S,C=CCC(O)C=Cc1ccccc1,C=CC[C@@H](O)C=Cc1ccccc1
725,C=CC[C@@H](O)C=Cc1ccccc1,TR,L,@@,R,C=CCC(O)C=Cc1ccccc1,C=CC[C@H](O)C=Cc1ccccc1
726,C=CC[C@H](O)c1ccc(C(F)(F)F)cc1,TR,F,@,S,C=CCC(O)c1ccc(C(F)(F)F)cc1,C=CC[C@@H](O)c1ccc(C(F)(F)F)cc1
727,C=CC[C@@H](O)c1ccc(C(F)(F)F)cc1,TR,L,@@,R,C=CCC(O)c1ccc(C(F)(F)F)cc1,C=CC[C@H](O)c1ccc(C(F)(F)F)cc1
728,C=CC[C@H](O)c1ccc(C)cc1,TR,F,@,S,C=CCC(O)c1ccc(C)cc1,C=CC[C@@H](O)c1ccc(C)cc1
729,C=CC[C@@H](O)c1ccc(C)cc1,TR,L,@@,R,C=CCC(O)c1ccc(C)cc1,C=CC[C@H](O)c1ccc(C)cc1
730,C=CC[C@H](O)c1ccc(Cl)cc1,TR,F,@,S,C=CCC(O)c1ccc(Cl)cc1,C=CC[C@@H](O)c1ccc(Cl)cc1
731,C=CC[C@@H](O)c1ccc(Cl)cc1,TR,L,@@,R,C=CCC(O)c1ccc(Cl)cc1,C=CC[C@H](O)c1ccc(Cl)cc1
732,C=CC[C@H](O)c1ccccc1C,TR,F,@,S,C=CCC(O)c1ccccc1C,C=CC[C@@H](O)c1ccccc1C
733,C=CC[C@@H](O)c1ccccc1C,TR,L,@@,R,C=CCC(O)c1ccccc1C,C=CC[C@H](O)c1ccccc1C
734,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c(Cl)cccc21,TR,F,@,S,C=CCC1(C(=O)OCC)NS(=O)(=O)c2c(Cl)cccc21,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c(Cl)cccc21
735,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c(Cl)cccc21,TR,L,@@,R,C=CCC1(C(=O)OCC)NS(=O)(=O)c2c(Cl)cccc21,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c(Cl)cccc21
736,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c(F)cccc21,TR,F,@,S,C=CCC1(C(=O)OCC)NS(=O)(=O)c2c(F)cccc21,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c(F)cccc21
737,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c(F)cccc21,TR,L,@@,R,C=CCC1(C(=O)OCC)NS(=O)(=O)c2c(F)cccc21,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c(F)cccc21
738,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c(OC(F)(F)F)cccc21,TR,F,@,S,C=CCC1(C(=O)OCC)NS(=O)(=O)c2c(OC(F)(F)F)cccc21,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c(OC(F)(F)F)cccc21
739,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c(OC(F)(F)F)cccc21,TR,L,@@,R,C=CCC1(C(=O)OCC)NS(=O)(=O)c2c(OC(F)(F)F)cccc21,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c(OC(F)(F)F)cccc21
740,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc(Cl)c2F,TR,F,@,S,C=CCC1(C(=O)OCC)NS(=O)(=O)c2c1ccc(Cl)c2F,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc(Cl)c2F
741,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc(Cl)c2F,TR,L,@@,R,C=CCC1(C(=O)OCC)NS(=O)(=O)c2c1ccc(Cl)c2F,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc(Cl)c2F
742,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc1ccccc21,TR,F,@,S,C=CCC1(C(=O)OCC)NS(=O)(=O)c2c1ccc1ccccc21,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc1ccccc21
743,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc1ccccc21,TR,L,@@,R,C=CCC1(C(=O)OCC)NS(=O)(=O)c2c1ccc1ccccc21,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc1ccccc21
744,C=CC[C@@]1(C)CN(Cc2ccccc2)C(=O)c2ccccc21,TR,F,@@,R,C=CCC1(C)CN(Cc2ccccc2)C(=O)c2ccccc21,C=CC[C@]1(C)CN(Cc2ccccc2)C(=O)c2ccccc21
745,C=CC[C@]1(C)CN(Cc2ccccc2)C(=O)c2ccccc21,TR,L,@,S,C=CCC1(C)CN(Cc2ccccc2)C(=O)c2ccccc21,C=CC[C@@]1(C)CN(Cc2ccccc2)C(=O)c2ccccc21
746,C=CC[C@]1(CC)NS(=O)(=O)c2ccccc21,TR,L,@,S,C=CCC1(CC)NS(=O)(=O)c2ccccc21,C=CC[C@@]1(CC)NS(=O)(=O)c2ccccc21
747,C=CC[C@@]1(CC)NS(=O)(=O)c2ccccc21,TR,F,@@,R,C=CCC1(CC)NS(=O)(=O)c2ccccc21,C=CC[C@]1(CC)NS(=O)(=O)c2ccccc21
748,C=CCC1(CC=C)CO[C@@](C)(CO)CO1,TR,L,@@,S,C=CCC1(CC=C)COC(C)(CO)CO1,C=CCC1(CC=C)CO[C@](C)(CO)CO1
749,C=CCC1(CC=C)CO[C@](C)(CO)CO1,TR,F,@,R,C=CCC1(CC=C)COC(C)(CO)CO1,C=CCC1(CC=C)CO[C@@](C)(CO)CO1
750,C=CC[C@]1(CCC)NS(=O)(=O)c2ccccc21,TR,F,@,S,C=CCC1(CCC)NS(=O)(=O)c2ccccc21,C=CC[C@@]1(CCC)NS(=O)(=O)c2ccccc21
751,C=CC[C@@]1(CCC)NS(=O)(=O)c2ccccc21,TR,L,@@,R,C=CCC1(CCC)NS(=O)(=O)c2ccccc21,C=CC[C@]1(CCC)NS(=O)(=O)c2ccccc21
752,C=CC[C@]1(CCCC)NS(=O)(=O)c2ccccc21,TR,F,@,S,C=CCC1(CCCC)NS(=O)(=O)c2ccccc21,C=CC[C@@]1(CCCC)NS(=O)(=O)c2ccccc21
753,C=CC[C@@]1(CCCC)NS(=O)(=O)c2ccccc21,TR,L,@@,R,C=CCC1(CCCC)NS(=O)(=O)c2ccccc21,C=CC[C@]1(CCCC)NS(=O)(=O)c2ccccc21
754,C=CC[C@]1(CO)C(=O)N(C)c2ccccc21,TR,L,@,S,C=CCC1(CO)C(=O)N(C)c2ccccc21,C=CC[C@@]1(CO)C(=O)N(C)c2ccccc21
755,C=CC[C@@]1(CO)C(=O)N(C)c2ccccc21,TR,F,@@,R,C=CCC1(CO)C(=O)N(C)c2ccccc21,C=CC[C@]1(CO)C(=O)N(C)c2ccccc21
